情感倾向,评论内容
1,第八部诺兰电影，也是最喜欢的一部。他就像电影界的数学家或物理学家，感性层面这种游戏杂耍是对烦闷无聊生活的反抗。对世界的兴趣使他永葆青春，对自身的忽视让他铁石心肠。
1,前头中间一整个都很无趣，最精彩的部分都浓缩在结尾几分钟了，但整体来说都是很无趣。
1,"诺兰的这部片子果然和记忆碎片手法很像 都需要很小心翼翼的看 不然跟不上节奏 
首先 你得把东西拿走 然后他们才会意识到曾经拥有过什么 Cobb这个角色很喜欢"
1,诺兰会同时讲一个故事的开始、过程和结局，但是你要到电影结束，才会知道这个故事。在那之前，你唯有如同Bill一样追随着诺兰的脚步，猜测着这一切，一般来说，这个过程比故事更重要。
1,1、男主房间墙上有库布里克的《闪灵》和梦露，门上是BATMAN的标记；2、是精分还是不精分其实也一个开放式的结局，但是理解成后者片子似乎会大打折扣；3、每个人走在街上都会产生的幻想只有诺兰可以写成一个好故事，而这个故事卡尔维诺也写过；4、韩国那部电影《空房间》抄得太低劣了。
1,"3.5
返过头再看当年的处女作，他导演的特点很明显。
在抓住观众注意力和情节的迷局间处理的很平衡，让人忽略了其中不合逻辑的部分。他对演员表演的把握也很好。所以他的电影很吸引人，不去试图讲述更“深刻”（人性层面）的东西。
现在感觉，他被高估了。是非常好的商业片导演，但算不上“大导演”。"
1,"牛逼大了！！！叙事大师总躲在后面玩儿人，博弈
you take it away,and you show them what they had."
1,Mr. Cobb. 可怕的處女作。喜歡令人想起《Tetsuo》的配樂。
1,一个“模仿犯”的作茧自缚。人生处处是陷阱，追随与被追随，算计与被算计。诺兰用巧妙的剪辑与叙事手法让整个故事变得精彩绝伦，倒是很喜欢这种黑白风格的影片。经典台词：虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相。
1,"9.1分
  70分钟能将故事讲得紧凑而不拖沓真的很牛逼。诺兰的风格从年轻时便开始定位，剪辑和音效绝对是他的拿手，就算不知道导演说谁，只要能判定剪辑与音效，基本就可以判定影片为诺兰导演。
  厉害厉害，四星给《追随》的剧情剪辑音效，五星给诺兰的处女作《追随》"
1,总是被骗啊 单单这个就wonderful了
1,比较喜欢这种小型的生活化点儿的但又很跳脱觉得生活中不可能发生但又不能保证就一定不会发生的这种矛盾的诡异感  啊  这个诺兰啊   讲故事功力有点好的  直叙我觉得会是一个到最后胎死腹中的精彩故事  倒叙是一个只要看三分之二就够了的片子  像导演这样讲才酷 
1,一个人最杯具的莫过于究极一生活在一个别人设定好的圈套里。。。诺兰真是个逻辑天才。。。。
1,计中计，环环相扣~
1,虽然同类型题材的看过很多了 但是鉴于诺兰的处女座而且还是在98年的时候拍摄 
1,"诺兰的第一部长片，人物极简，倒叙插叙
为什么我总往fight club 的精分上想
ps特地去查了一下什么叫【新浪潮】，还是一知半解"
1,诺兰作品最大的特点就是有一个奇特的设定，一个复杂的框架，一个诱人的悬念，一个出奇的结局，缺掉任意一个便不再是诺兰。
1,以两个（可以标志主角外形的）时间点为坐标，平行剪辑三段时间造成悬疑和张力。加上最后标准的悬疑结尾，诺兰的这部处女长片的醍醐灌顶不亚于之后的memento和致命魔术。
1,那么喜欢诺兰，却现在才看他的这部经典处女作！主要也是非线式结构的叙事现今已经看过较多，很可能不再有惊艳之感了。追随加入了很多黑色元素，讲了一个连环计、骗中骗一样的故事。亮点更在于打破传统常规化的线性叙事或者倒叙插叙的讲述方式来说故事，打乱时间线再加入反转，诺兰玩的最嗨！
1,被盜那家房門上的蝙蝠俠logo，以及從Following到Batman Begins的諾蘭他叔以及Lucy Russell。這個不世之才的處女神作，七年之後的不朽三部曲早現端倪。
1,大师就是大师，紧张紧凑的剧情，悬疑到最后才获解。是完美谋杀，还是双重人格，各有定论却都言之凿凿。Nolan把悬疑片拍到了极致，他是我最喜欢的导演，没有之一。比起记忆碎片，我更喜欢这部，momento太过强调技巧性的花哨了
1,一个天才级导演的伟大和野心，看他的处女作就看出来了。69分钟，三个主要人物，一个峰回路转的故事，这就是诺兰和他即将展开的梦想。
1,故事分成了三段，每一段都平行向前发展，某一段的结尾可能是另一段开头。这就是‘失忆’前的‘尾随’。
1,大导演的处女作，虽然短，但是结构足见个人风范。虽然故事没有记忆碎片那么复杂。每个人都有一个盛载秘密的盒子。
1,1，正如老李所说，一个悬念故事，切成几段错开排列；2，片中那个牛逼人叫Cobb，和盗梦里的迪卡普里奥一样，诺兰以此纪念自己的执着么；3，此Cobb长的好像冰与火之歌里的侏儒，刚得艾美奖那个
1,flamboyant technique but confusing，yet superb for a no-budget film
1,正如侯孝贤所说的那样：每个导演一生只拍了一部电影。从处女作就能充分看出诺兰的主要特点，他的编剧能力，他的环形剪辑。这样的导演注定会被全世界人民喜欢。
1,【所以要紧紧守好自己的小盒子，别失去它，也不要打开来给别人看。这是我看过最好的处女作】
1,诺兰大神6000美元的处女长片。黑白、非线性、开放结局，牛逼！似乎是人格分裂又似乎不是……结尾消失神了！
1,闪闪牛逼照我心...1.看了开头我忽然想，如果将来我不幸无聊了也拍了一部视频，那一定要是黑白的。2.看了结尾我发现此人的最牛逼之处在于，他总能保持让一部分观众冒出“这其实从头到尾都只是主角的一个梦!”这种怀疑世界的大胆想法…...
1,终于下决心把诺兰处女作看掉了，由于是黑白片而且剪辑过场粗糙前50分钟几乎很平淡，但结尾相当精彩。诺兰从第一部片就没想着要正常的叙述一个故事，他的电影总是包含着一层又一层的叙诡。（里面的配乐真是令人发指，那段像机器卡壳一样的嗡嗡声实在难以接受，居然还反复出现，太闹心了）
1,终于看了诺兰的处女作，这下诺兰的所有长片就齐活了。6000美元成本的非线性叙事经典，诺兰留下了顺序的标记：长发男主、短发男主、受伤男主。发现很多导演都喜欢用进入别人房间这样的母题，颇有希区柯克和黑色电影遗风。
1,几次转折做的太漂亮了，不是为了转折而转折！
1,诺兰早期作品的多线叙事为当今作品传承和发扬，超低成本攒了个骗中骗的故事，三人室内对手戏都很精彩，气势配乐和角色内心挖掘都蛮有看点，结局给人更多臆想和揣测。22分56秒俩贼撬门时门上惊现蝙蝠侠的标志，这是为后来蝙蝠侠系列做准备么？
1,Following and being followed.时间线好萌啊T.T我以前也想过类似的。设想他人的生活并与之发生交集，这种不确定性真是很美好。然而这算不算Bill空白生活的替代物？可惜结局还是只能是警示。诺兰萌神…不过重复玩弄时间线是不是也太定式了= =
1,开始的手持摄影有点摇晃或许在说明一种生活状态。剪辑的出色让一个小品式故事变的悬念异常精彩。或许就是男主角干的他自己虚拟出一个人物，或者那个人物聪明的把所有人都算计在内。他是否存在？或者男主角是个孤独的自以为是作家的神经病。用影片的一句话20来岁游手好闲人大概都以为自己是个作家
1,没见过这么厉害的布局。找这个替罪羊如此天衣无缝。Christopher Nolan真是个超会讲故事的导演。
1,MB 我看不懂.....几年之后，，，终于懂了，汗...
1,"其实只是一个简单的故事, 处女作就有了这样的架子."
1,诺兰的处女作，拍的非常节俭，但是已经可以看出他对影片强大的控制力。当时28岁的他已经掌握了高明的非线性叙事手法，看到最后你才会发现这个片子的结构是多么的妙
1,"到最後，我才明白這個電影...nolan的風格一開始已經這樣，於是以後的片子成形的更完美，，，那麼多騙局，我才是真正被騙的那個人吧，，邏輯性好強，看得好累～but incredible
"
1,总剧情很强大，长度短但是精彩度不段，绝对值得5分
1,害我一度以为是个黑色电影........牛比挪兰大神
1,追随 Following (1998) 【 t2a860ac5 】
1,尾行者。“虽然你干的是鸡鸣狗盗之事，但不一定非得留着鸡鸣狗盗的相貌”。
1,“虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相。”区区6000美元成本，克里斯托弗·诺兰一人负责导演、编剧、摄影、剪辑。伟大的导演都是从第一部电影起就展露天赋的吗？
1,很棒的心理悬疑片！诺兰的处女作。短短一小时用倒叙手法描绘了一个完美的犯罪。大爱啊！还有the young man和Brett Anderson有一些些神似啊啊啊啊啊啊啊啊啊。两男主都系帅锅
1,当我们对人物产生共鸣时，却发现故事并非那么简单，当我们已经发现真相时，却又被诺兰摆了一道，幸亏这货选择了拍电影，而不是去犯罪。
1,骗中骗，环环相扣，诺兰从处女作起就已经是讲故事的大师了。更难能可贵的是诺兰至今都没有失手过。
1,毕竟是十几年前的片子，没太多亮点，但比起非常嫌犯来说好太多了
1,找一天你不在的时候去你家，用我看到的蛛丝马迹写一部你的小说。这电影让我想到了一首歌，《无事生非》。
1,诺兰的处女神作，从故事切入到其中各种暗喻到剧情发展，加上凌乱但匠心独具的剪辑，最后的翻转，不得不膜拜
1,虽然你行的是鸡鸣狗盗之事，但也不用摆出一副鸡鸣狗盗之相……三个演员，双重骗局，一个导演的处女作。
1,"19岁的Christopher Nolan的处女作，只能说太牛掰了！印象深刻的还是那句：“Take away, and show them what they had”。"
1,精彩绝伦的连环局，诺兰的第一步长篇，真是奠定了他的多重叙事、局中局风格！
1,电影开头的疑问我想回答，是的，我也有过这样的冲动
1,一个导演的处女作要么是最饱满的，要么是最精心的，要么是最鲜明的。并且像是路标一样，还能看出他以后作品的轨迹。就像蒂姆伯顿，还有诺兰一样。
1,跟两年后的#记忆碎片#一样以叙事方式、跳跃剪辑和精密策划取胜，甚至可以说这就是后者的试验品。但故事更加短小精悍，启用一群没什么知名度（甚至只出演过这唯一一部电影）的演员使得电影充满独立气息。黑白画面令人有回归默片时代的错觉，但这一时期的镜头还不够出色
1,诺兰的叙事水平几乎无人能出其右，首部作品就如此惊艳，出色的计中计、连环套
1,套设的太多，以至于稍显杂乱，但诺兰的讲故事能力已经完全折服了我，what r u ? fucking genius ?
1,我还是不能理解为什么美国人可以这么无耻直接拿本子过去拍出烂片还得了奥斯卡但是不给这部片子正名?
1,牛就牛在，他让所有演员都达到了巅峰
1,当年我深刻的爱上了梁朝伟同学
1,最后那一下爆头，刘德华和梁朝伟的眼神里都是震惊，他死在电梯里，电梯门来回的开关，我们也从震惊中恢复，觉得残酷，谁说的，好人有好报，那些为民除害的，都死了。会有人惦记着他们吗？把他们视为英雄吗？又有什么用呢，这个社会还不都是恶人当道。
1,看了美版的，才知道港版有多好看~55555555
1,“出来混，迟早要还的。” 别说，这种港片老爸老妈们已经欣赏不了了，就连弟弟一起看都没坚持看完，哎，我说，片子都这么牛逼了，对你们来说却成不了经典，叹息。
1,现在看来，无间道一部电梯里挤了三个影帝，这部电梯也算是前无古人后无来者了。
1,刘嘉玲说：当年拍无间道的时候梁朝伟每天只开工三四个点就回家，拍了二十多天就拍完了，之后就是获奖无数。演戏这种事，不得不承认是有天赋的。
1,“《无间道》拍得相当好，但是再好也已经没有当年港片热气腾腾的生命力了。不知是拍的人变了，还是看的人倦了。《无间道》的前传后续也声势闹猛，它似乎可以打破港片沉沦的僵局。但是，它更像一具艳尸，妆扮得精美绝色，但终究是死物。”网上的这段评论深得我心。
1,怎么形容梁朝伟的分量呢？就我个人来看，影坛少了一个梁朝伟，就等于少了一百个刘德华。
1,港片新旗帜
1,梁朝伟已经无与伦比了，那忧郁的眼神，欧~~
1,港片的里程碑
1,一气呵成。梁朝伟的眼神令人揪心。
1,看刘德华演戏好累
1,重新对香港电影刮目相看，它从哲学的角度深入质问人性，去感受身不由己之下的那种窒息，感受贪婪与自私，体验善恶的痛楚纠结。剧本相当出色，梁朝伟的陈松仁直接神化，所有的角色都可圈可点，没有一出多余的地方，以至多年后看美版的时候仍然不忘旧爱。这是港片的里程碑。9.2
1,无间道被封神了那么多年 可能我的审美并非主流 我爱的不是梁朝伟演的陈永仁 倒是刘德华演的刘健明的挣扎时的疲态和老态让我感觉到了华仔的演技 我果然更爱复杂性人格的角色
1,经典港片，无间道，如人生~~
1,常看常新。我认为无间道里最精彩的设计之一，就是陈永仁从头到尾都没有一丝丝动摇，站在巷道里冲着警司的灵车敬礼那一刻，闪耀着强大又微弱的人性光辉。 
1,难怪高中时大家那么喜欢。片尾才发现，陈永仁的生日和我一样。
1,开头音响店收据日期是2002年11月28日 结尾墓碑上的日期是2002年11月27日 无间地狱 轮回之苦
1,《无间道》IMDb 8.1，《无间道风云》IMDb 8.5兼奥斯卡最佳影片？
1,陈永仁的人生好比他上级手里的风筝，当他上级撒手人寰时，他的警察生涯也可说随风而逝。
1,我最喜欢是它的色调
1,五星献给黄秋生突然掉下来的那个瞬间。
1,剧情写得好！
1,看了这部片子我爱上了梁朝伟，那忧郁的眼神让人深深的陷了进去，陈永仁的形象深入人心啊，老虎演技真的太好了，当然也离不开其他演员的倾情演义，经典
1,重看才觉出经典的味道。
1,有意思的是，真的在最后消除掉了好人和坏人的分界线，所以更完整地复制出了江湖和命运意味。
1,梁朝伟真是把这个角色演入骨了，经典。
1,天台那一场戏是经典，没有能超越的吧。“对不起，我是警察”打动了我幼小的心灵，此生再难忘。
1,我们都在不断赶路忘记了出路，在失望中追求偶尔的满足，我们都在梦中解脱清醒的苦，流浪在灯火阑珊处，去不到终点回到原点，享受那走不完的路。
1,8.1/10 看完《The Departed》再来看这个，觉得像个Mini版。香港版更注重情结，美国版刻画人物上更饱满些。
1,经典的港片，几个演员都是实力派，演技在线，看的过瘾。
1,一旦选择了一条道路就只能一直走下去，没有尽头，不能回头。在天台上，警察和罪犯可以达成一致么？警察的身份被永远的删除，罪犯也没有机会做回好人。警察用尽自己的最后一分气力完成着自己的使命，而罪犯也永远的失去了成为好人的资本，活着对他来说本身就是种折磨，就是一条没有尽头的不归路。
1,陈永仁的眼神看着都让人觉得心碎。这大概是我看过最棒的港片了。
1,21世纪香港最经典片子了
1,深夜里也曾挣扎动摇 分不清的花海与深渊 转身是死是活自己也不知晓 但愿在我看不见的地方 没有血与悲伤 
1,后悔先看翻拍。美版慎密、利索，伪正伪邪一目了然，是制作无可挑剔、一拿奥斯卡就过誉的上等警匪片，干净爽口，像可乐。港版漏洞多，平心而论节奏把握、表演不及后浪，但出色之处也恰恰藏在地域帮派差异中，强调宿命，写意江湖，始终暧昧，重人情，轻事理，余味愈品愈烈，如醇酒。→17.5.14，接2二刷。
1,当年迷过梁朝伟，陷入眼神魅力无法自拔。
1,无间道，港片辉煌的返照，香港的涉黑警匪片提升到一个新的高度，但港片总体已失去了生命力，那些趋之若鹜、时常津津乐道的时光一去不返。影片经典，故事好看完整，人际线错综复杂，逻辑合理，梁朝伟对内心世界的演绎简直完美。
1,卧底题材的经典影片之一！俗话说自古警匪一家人！敌中有我，我中有敌早已成为警匪对决的常态！卧底的酸甜苦辣人生一部片子道尽所有！曾志伟躲过了警方的追击，躲不过自己人的背叛！黄警官也在会面中遭遇不测！两个卧底身边甚至还有潜伏！甚至有时他们或许也会错位吧！假的身份久了，自己也会信的！
1,港片巅峰。我爱刘德华，也爱刘建明，
1,我最近怎么这么喜欢梁朝伟呢，留着胡子真是又帅又性感，我快被他迷死了！
1,几位影帝的表演无懈可击！看的过瘾！
1,虽然一开片就告诉了谁是卧底，故事仍然做到了一波三折。细腻的心理描写。经典。
1,我想做个好人
1,无间道，这么精彩经典的警匪港片，我居然最近才看，人际线错综复杂，逻辑合理，梁朝伟对内心世界与忧郁眼神的演绎简直完美。
1,九十年代香港黑帮/警匪电影传统的巅峰了吧。黄秋生死的时候我还蛮动容的，梁朝伟那段的眼神动人，后面傻强死前的话也让人难过。
1,"香港近年来少有的高水准之作,口碑和票房双赢,配得上“经典”二字~~"
1,真真假假虚虚实实，又有多少无可奈何
1,经典好看，最爱看港片警匪片黑社会
1,陈慧琳拥有秘密，而萧亚轩拥有不真实的过去，好久不见。
1,歌儿很好听，港片经典！
1,和陈永仁一天生日的我也不爱带表，看过太多遍但百老汇粤语版重看依然感动。港人热衷的身份认同卧底题材走上天台并把该片推上后97时代港片巅峰同时也是衰落的开始，而刘建明生不如死要弃暗投明的心态和因开门而死映照香港以及这帮创作者的走势再合适不过。虽有为续集设置青年和几处硬伤但制作很强大。
1,这两个人命运完全不同了，令人唏嘘。年轻时的陈冠希好帅啊，就这样。
1,再看一遍黄秋生那一段还是觉得太心痛了
1,很棒。但有个剧情较愚蠢，梁朝伟发现刘德华卧底身份时，为什么走人了？好歹装一装，等身份恢复后再揭穿刘德华啊。
1,只有我觉得没有美版好看吗...黄警官和梁朝伟挂掉时候那任性的配乐，动不动就黑白的闪回，是当观众傻吗。好在所有演员演的都不错，但受不了刘德华那捉急的演技，看着都觉得累。
1,很经典的电影，那段天台戏，虽然现在都被玩坏了，但不得不说是教科书一般的存在。
1,对不起我是警察，梁朝伟好帅演技好棒，这是香港影片的鼎盛时代
1,很喜欢的一部电影，第一部印象很深刻，那时觉得都很帅，演的也好，该青涩的青涩，该老辣的老辣，
1,无间道，给经典满分，仁哥不要太帅。
1,香港电影史上永不过时的杰作
1,一部悲情压片子，“卧底”这个身份注定了隐藏、压抑、危险、时时刻刻警醒、没有真心相交的朋友……当陈永仁遇到刘建明时，不知道他是否有过羡慕，毕竟当年他也是警察训练学校的优秀学员。当遇到前女友和她的女儿时，不知道他心中是否会划过一丝后悔？然而最后他死了，死在了刘建明手上，如果可以重来，
1,我心里港片的巅峰，剧情和立意都格外好。值得一提，曾志伟在里面贡献了他演绎生涯最好的演技
1,黄秋生之死真的…绝了。梁朝伟真的…绝了。刘德华的反转真的…绝了。但不知道为什么，总觉得缺点力度，大概是因为设置的复杂程度远比人物性格高，有些不平衡吧。开头有些《边缘人》，但是随后马上弯道超车，两个卧底的复杂程度一下陡升数倍。
1,永垂不朽的经典，或许再也没有一部能够替代他在我心中的地位。梁朝伟和刘德华帅气迷人，演技精湛，一直都是我心中的不老男神。
1,警匪题材无疑是香港电影颇善把控的类型，而《无间道》则是该类型中的巅峰之作，它将警于匪的关系予以了一种互换式的呈现，紧凑且不失分寸的叙事架构，孰善孰恶所孕育而出是极佳的悬疑观感，用宿命所渲染无法更替的悲情，人性的深度在此无间得以耐人寻味的攫取。
1,任意代入一下陈永仁的人生，都觉得是要绝望到死的程度??
1,两人虽然都是卧底，但是陈永仁是一个警察，而刘建明是一个黑社会分子。
1,节奏太好，小陈小余小杜正逢胶原蛋白鼎盛时期，下巴都是尖的！伟仔已经帅到我完全忽略他的身高了= =
1,8年后再看一遍，深感这部电影无愧香港电影近十年来最辉煌一刻，剧情、节奏、表演，甚至配乐都令人赞叹。
1,港匪经典。「无间道」的出色在于黑暗与光明的双生，一个从未沉沦，却没有了身份;一个纵使向往阳光，却已经踩在黑暗里，即便想拔出脚来，终会带出淤泥。所有的行为必然留下痕迹，所有的生活皆不由己，白驹过隙，回眸刹那，归路无期;受身无间者永远不死，寿长乃无间地狱中之大劫。
1,假作真时真亦假，真作假时假亦真！互为渗透，互难成全！不管是演员演技还是影片剧情，看的很是过瘾！
1,我想做一个好人，我不是一个好人。我想像一个正常人一样生活，我有使命。
1,十佳
1,其实就算后来人们没有说出那些无意中的经典桥段，当时看也觉得确实挺有深意的，看后值得回味的一部电影！
1,一段传奇的开始：中国版教父
1,"香港电影救市之作。这片子的成功一大半来自刘德华：创作了初版剧本；没人投资到处求，亏了就扣自己片酬；片场里半个导演 ，比如著名的天台戏；全程参与剪辑，思路是多给刷脸请来的人镜头，自己尽量少点镜头。 
刘这个人太完美主义，做十分说两分，不做到完美宁可不署名，于是一直想当导演却一直没当成导演。林家栋为他不平的则是，作为演员，怎么能这样无私。本来更有机会拿影帝，乃至入围最佳导演的，可惜了。"
1,我为什么到2022年才！看！完！帅哥密度高得我晕厥??名场面一个接一个 碟中谍计中计 卧底扮卧底 内鬼抓内鬼。你方唱罢我登场 真是一出好戏好精彩。当时的电影好敢拍 好人通通不得善终 反派倒是一将功成万骨枯真是看得我唏嘘不已啊。
1,我也忘了看過幾遍。華仔當年沒辦法拿到金馬獎也是沒辦法，梁朝偉演技根本是神。因為愛我把這片美版日版都看了一輪，都拼不過原作....
1,"陈永仁虽然死了，但他终究恢复了身份，脱离苦海。而刘建明却要隐藏所有秘密，继续伪装扮演一名好警察。

“给我一个机会，我以前没得选择，我现在想选择做好人。”有时候人生就是这样，一开始你觉得自己没得选，等你意识到原来以前有得选时，才发现一切都已经变得没得选了。"
1,集合了香港电影工业最强大的部分而成的大片，诞生在港片没落的年代里确是一支强心剂，但也正因如此，它显得那么不合群，像一个老者吐纳着沉重的呼吸，终究马上会被湮没。
1,梁朝偉比劉德華帥多了吧
1,多数港人身患严重的“身份焦虑症”。在夹缝中求生存，成为每一个香港人都要面对的问题。《无间道》便将视点对准了港人的实际生存状态，影射出香港普通民众对自我身份不确定性的独特的“夹心人”情结。
1,再见警察
1,【A+】演员、导演、剧本、构图、剪辑....这一切的一切，都出乎意料的好，配合的更是惊艳无比，使这部电影达到了“好看”的最高境界。还有，如果真如他们所说，是“香港电影最后的辉煌”的话，那我只能说:香港电影这一仗，打出了最值得为我们所铭记的尊严。
1,新千年之初，“身份”是香港人最热衷的命题。《花样年华》问没有爱了，该不该走、《少林足球》讲世道不同了，要不要搏，《无间道》说他站错了队，算不算好人？在新与旧，黑与白的十字路口，每一种选择多少都背叛了历史，“家国情怀”四个字，嬉笑怒骂的香港人喊出来，才真是字字泣血。
1,最佳警匪片。梁朝伟这部里面演的比刘德华好。
1,很过瘾啊！！！香港的经典之作，永不过时！
1,我12岁时的片子，30岁终于开始看，不得不说这个剧情放在2022年少了点刺激。并且，岁月还证明了，余文乐和陈冠希老了并不会变成梁朝伟和刘德华，他们都会变成赵本山。
1,前半段还在想就是个普通警匪片怎么成为神片的，直到黄sir死了，后面的剧情真的称得上是神了。最后电梯里的那场戏，全程我都：我去天啊我的妈呀。刘德华真是太有魅力了，不枉是我五岁的偶像。
1,故事、摄影、剪辑、表演都无可挑剔。港版美版风格迥异，各有千秋。美版更写实，粗粝直接，港版更浪漫诗意。个人更偏爱美版，人物刻画更胜一筹，结局也更爽快（虽然这一点反倒是港版更现实），港版表现性的元素较多，宿命感突出。（8.5/10）
1,《无间道》三部曲是我最喜欢的电影！
1,特别经典的警匪片，敌中有我，我中有敌，真真假假的卧底人生，感觉这部片子让所有演员都达到了巅峰。
1,为了每个明星的盛世美颜啊，都太帅了啊，简直好看死了??????
1,不管重温多少遍都还是那么喜欢
1,剧情很好，让人感受到善和恶。很喜欢这种警匪片，情节刺激，有很多缜密的细节值得推敲，一场激烈惊险的卧底故事。
1,现在再看当然简陋。但一个“好主意”真是无敌的！而且难得的是，在“好主意”基础上的细节完成度也不错。
1,犯罪与刑法选修课上放的 太赞了!!
1,香港警匪片的经典代表作品 刘德华帅爆了 值得反复看的电影
1,剧情很紧凑，香港警匪片的经典～人在江湖，身不由己
1,一代经典！看到最后心里还是挺不好受的~~~好人不一定有好报。。。但是有时这就是现实不是吗？
1,按照250单子补标重看；眉尖的忧愁，煎熬的抉择，辗转的失眠，决战的天台和电梯，那一曲沙哑响起，跟随命运逐流；每个角色都极出色（几乎像是一场“本色”演出，几乎就是这些人一直以来包括日后的路线定型），连刘天王也不那么讨厌了，尤其看到杜汶泽当年那么青葱，真是啊啊啊！
1,心碎了
1,优秀至极的群像演技，足以稀释掉了一些执导的不足，梁朝伟与生俱来的银幕魅力和表演让苦役派的刘德华只有叹气的份儿，当然后者的卖力与角色一样足够心酸。MOMA银幕重看。
1,道高一尺，魔高一丈？？？虽然里面的感情戏很突兀几个女主角都是为了露一下脸的感觉，但是这部片无论从节奏还是整个剧情都拍得很好，再次看也还是非常有感觉。
1,毋庸置疑的港片救市之作。
1,出来混，迟早要还的。
1,陈永仁不怕见光却始终活在地下，刘建明黑底洗白受身无间，却必须永远背负黑白两道“一将功成万骨枯”的宿命。权力斗争和博弈之下，掌权者可以一键删除公义和真相、身份和人生，有资格谈论公义，可以选择做个好人。感受到强烈的压抑窒息和身份焦虑，尤其今日看来更像一语成谶。
1,真的优秀到可怕！香港最佳的警匪片。可怕啊 每个角色都是牛人，没有一个有败笔的！梁朝伟确实演的比刘德华好一丢丢！有些东西千千万万人说他好，他就是真的好！
1,不客气的说，此片可以称为港片里程碑式的作品！
1,"我想和他换
因为他真的是好人
但我不是"
1,香港影史上的一大篇章
1,经典，每个人都是巅峰。
1,很经典的警匪片，梁朝伟与刘德华演绎的很好！
1,超赞，喜欢这种题材的
1,才看。真挺好的。片尾梁朝伟演的陈永仁就这么被一个毫无存在感的角色给悄无声息的毙了。毫无挣扎反抗的余地。电梯门一开一合，反复夹着他的腿。令人心碎。
1,横空出世的无间道，承载了这类影片的太多经典，达到了香港警匪电影的新高峰，也是一座很难被逾越的巅峰。
1,试音金曲为何偏偏选择蔡琴的被遗忘的时光？只因其中一句歌词有呼应到陈永仁用石膏手摩斯码报信：是谁，在敲打我窗？……总体上无间道与黑社会拍得已是相当之好，但以更高标准审视仍然存在一个港产电影难以克服的通病：篇幅太短。无间道比老马丁的翻拍少了五十分钟，黑社也只有教父的一半出头，即使算进中西差异导演偏好以及素材取舍等因素，也必须要承认偏短的叙事篇幅必然使情绪跌宕幅度加大，所以更适于讲述少角色与小格局的惊悚悬念。而涉黑通警群角多线的复杂故事体，还是更应该讲究相对缓稳推进的层次感，而这种层次感就需要有足够长的篇幅去支撑和足够多的小桥段去叠加堆砌。比如陈永仁路遇前女友携女逛街是应该被作为一条情感支线展开叙述的。现有方式或具某种含蓄意会，可就本片而言这种东方式的简洁风格并不适于去表现一位警方卧底的忍辱负重。
1,最喜欢的警匪片，香港警匪电影的巅峰之作，还被国外拿来翻拍。
1,好帅啊呜呜
1,只拍第一部的话就好了
1,国庆长假终于翻煲了一直没有看全的无间道。陈冠希当时是如此嫩而余文乐的脸也如此青涩。
1,好久没看港片，听到熟悉的粤语感慨以前港片多火，演员都是熟悉的面孔好怀念。这么经典的电影怎么才来看，看到后面两个卧底在天台上互斗才想起小时候在电视上看过这个片段。陈冠希→刘德华，余文乐→梁朝伟，不得不说表情都有相似的地方。整部片对梁朝伟印象最深刻，演古惑仔很像烂仔还痞帅痞帅的，做了黄Sir近十年的针三年又三年又三年，只想回去做回警察当个正常人。在一次交易失败后，警匪双方都发现有内鬼，故事开始推进。黄Sir为了保护阿仁自己被害，从楼上掉下来砸中阿仁刚下车的的士上，场面太惨烈。刘sir作为黑帮卧底在警局里却步步高升，当卧底的身份被未婚妻发现时他说只想做个好人。结局还是有点意外，一时分不清刘到底是坏人还是好人，电梯里阿仁被枪杀又一次唏嘘，有反转。还好在女医生的帮助下阿仁警察身份被保留，陈慧琳好漂亮。
1,香港电影的巅峰之作，质量不错，导演功力深厚，编剧也很棒，演员演技在线！
1,台词没有那么有嚼头，略微带出后两部故弄玄虚的先生，最棒一幕在秋生佯装电话闲人，电梯在关闭前一秒被冷笑壮汉生生扯开，秋生缓缓抬首一幕，主题曲是我唱k三大必唱之一
1,当年的一阵风，感染了一代人的青春
1,梁朝伟的确是有魅力的人。
1,本来不应该做任何评论，但忍不住说，我太喜欢天台的场景——在天台上，香港仿佛无比开阔。
1,谁是警察，谁是内鬼，谁是好人，谁是卧底。哪怕到了最后大家都没明白。没有子弹的香港警匪片，却有走钢丝般的惊心动魄。剧情完胜！ps：萧亚轩角色的意义是什么？完全多余啊。
1,萧亚轩的泪光
1,挺温情，也挺悲情。每个人似乎都被绑架了，无论是警察，还是间谍，还是黑道。
1,即使冲着全盛时期的香港全明星卡司，也是值得看的。陈老师阿乐（ˉ﹃ˉ）。。。（以下省略花痴一万句）关于立场和自我认知的探讨很有趣。结局真有“一念成佛，一念成魔”的感觉
1,警匪片里常见的边缘人题材，拍出了新境界。扑朔迷离的人物关系，纠缠错位的命运，紧张无声的心理交锋，几场对手戏百看不厌。三部通看才知其叙事之宏大，线索之纷繁，远非其他电影可比。最赞的是人物纠葛，陈刘黄韩，随便一段都让人悲凉与叹息，比老马的《无间风云》高出不少档次，主角配角戏都亮瞎。
1,是非黑白，没有绝对的，有时候想当好人很难
